case_id,k,_n_nonterm,y,p
1-727152027,5,14,1,0.9603171
1-727152027,6,14,1,0.961727
1-727152027,7,14,1,0.9662583
1-727152027,8,14,1,0.9655538
1-727152027,9,14,1,0.9662583
1-727152027,10,14,1,0.9616937
1-727152027,11,14,1,0.96673167
1-727152027,12,14,1,0.97020257
1-727155202,1,7,1,0.9611701
1-727155202,2,7,1,0.9611701
1-727155202,3,7,1,0.96269715
1-727155202,4,7,1,0.9664255
1-727155202,5,7,1,0.93972677
1-727155202,6,7,1,0.97313607
1-727155202,7,7,1,0.97228944
1-728290611,1,10,1,0.95788926
1-728290611,2,10,1,0.9579103
1-728290611,3,10,1,0.96842426
1-728290611,4,10,1,0.9673939
1-728290611,5,10,1,0.9670241
1-728290611,6,10,1,0.96772087
1-728290611,7,10,1,0.96718085
1-728290611,8,10,1,0.96772087
1-728290611,9,10,1,0.96718085
1-728290611,10,10,1,0.9673939
1-728308361,1,7,1,0.9625529
1-728308361,2,7,1,0.9619036
1-728308361,3,7,1,0.9640639
1-728308361,4,7,1,0.96447045
1-728308361,5,7,1,0.96604186
1-728308361,6,7,1,0.9311736
1-728308361,7,7,1,0.93151784
1-728515380,1,9,1,0.96067584
1-728515380,2,9,1,0.96067584
1-728515380,3,9,1,0.96654654
1-728515380,4,9,1,0.9670562
1-728515380,5,9,1,0.97103125
1-728515380,6,9,1,0.97045386
1-728515380,7,9,1,0.97051346
1-728515380,8,9,1,0.9683829
1-728515380,9,9,1,0.9683024
1-728558963,1,3,1,0.9629831
1-728558963,2,3,1,0.9639584
1-728558963,3,3,1,0.9666695
1-728768797,1,7,1,0.9388787
1-728768797,2,7,1,0.9388787
1-728768797,3,7,1,0.94147044
1-728768797,4,7,1,0.9419766
1-728768797,5,7,1,0.9731479
1-728768797,6,7,1,0.97289544
1-728768797,7,7,1,0.972605
1-729075211,1,17,1,0.9406392
1-729075211,2,17,1,0.94146144
1-729075211,3,17,1,0.9461393
1-729075211,4,17,1,0.9397617
1-729075211,5,17,1,0.9399046
1-729075211,6,17,1,0.9351304
1-729075211,7,17,1,0.93455315
1-729075211,8,17,1,0.95468247
1-729075211,9,17,1,0.966887
1-729075211,10,17,1,0.966887
1-729075211,11,17,1,0.966887
1-729075211,12,17,1,0.966887
1-729244882,1,6,1,0.8925173
1-729244882,2,6,1,0.88858646
1-729244882,3,6,1,0.90352917
1-729244882,4,6,1,0.871862
1-729244882,5,6,1,0.87974614
1-729244882,6,6,1,0.9695348
1-729249186,1,4,1,0.8906285
1-729249186,2,4,1,0.9185085
1-729249186,3,4,1,0.9187883
1-729249186,4,4,1,0.97468424
1-729349739,1,13,1,0.75772905
1-729349739,2,13,1,0.7705942
1-729349739,3,13,1,0.81503046
1-729349739,4,13,1,0.8265012
1-729349739,5,13,1,0.8319023
1-729349739,6,13,1,0.83021796
1-729349739,7,13,1,0.87164485
1-729349739,8,13,1,0.87011355
1-729349739,9,13,1,0.8441555
1-729349739,10,13,1,0.84547937
1-729349739,11,13,1,0.74763423
1-729349739,12,13,1,0.7504949
1-729351591,1,19,1,0.8856298
1-729351591,2,19,1,0.92525256
1-729351591,3,19,1,0.927139
1-729351591,4,19,1,0.86229724
1-729351591,5,19,1,0.8649352
1-729351591,6,19,1,0.8557146
1-729351591,7,19,1,0.84275585
1-729351591,8,19,1,0.86513484
1-729351591,9,19,1,0.87909806
1-729351591,10,19,1,0.88491327
1-729351591,11,19,1,0.8925847
1-729351591,12,19,1,0.8920607
1-729351752,1,13,1,0.8635753
1-729351752,2,13,1,0.8486614
1-729351752,3,13,1,0.87262326
1-729351752,4,13,1,0.87741023
1-729351752,5,13,1,0.8808699
1-729351752,6,13,1,0.88251513
1-729351752,7,13,1,0.8701675
1-729351752,8,13,1,0.8721158
1-729351752,9,13,1,0.8822448
1-729351752,10,13,1,0.8825389
1-729351752,11,13,1,0.8825389
1-729351752,12,13,1,0.8822448
1-729363660,1,3,0,0.7402831
1-729363660,2,3,0,0.75649065
1-729363660,3,3,0,0.8005188
1-729423171,1,40,1,0.7156011
1-729423171,2,40,1,0.6943599
1-729423171,3,40,1,0.7534238
1-729423171,4,40,1,0.8371373
1-729423171,5,40,1,0.80124605
1-729423171,6,40,1,0.78143567
1-729423171,7,40,1,0.7774484
1-729423171,8,40,1,0.87651986
1-729423171,9,40,1,0.87651986
1-729423171,10,40,1,0.8769896
1-729423171,11,40,1,0.8668294
1-729423171,12,40,1,0.86454993
1-729424771,1,10,1,0.89073914
1-729424771,2,10,1,0.8924264
1-729424771,3,10,1,0.90466535
1-729424771,4,10,1,0.90136904
1-729424771,5,10,1,0.8995583
1-729424771,6,10,1,0.91770464
1-729424771,7,10,1,0.92191726
1-729424771,8,10,1,0.9191437
1-729424771,9,10,1,0.92938566
1-729424771,10,10,1,0.97057605
1-729440375,1,5,1,0.86737794
1-729440375,2,5,1,0.860086
1-729440375,3,5,1,0.8990663
1-729440375,4,5,1,0.92523396
1-729440375,5,5,1,0.9292676
1-729463281,1,8,1,0.92361414
1-729463281,2,8,1,0.9185182
1-729463281,3,8,1,0.9217332
1-729463281,4,8,1,0.92453384
1-729463281,5,8,1,0.9236656
1-729463281,6,8,1,0.9274956
1-729463281,7,8,1,0.9266455
1-729463281,8,8,1,0.8828975
1-729463411,1,11,1,0.9146062
1-729463411,2,11,1,0.91701335
1-729463411,3,11,1,0.91813946
1-729463411,4,11,1,0.9442656
1-729463411,5,11,1,0.94202805
1-729463411,6,11,1,0.9416654
1-729463411,7,11,1,0.9408163
1-729463411,8,11,1,0.9404465
1-729463411,9,11,1,0.94255835
1-729463411,10,11,1,0.9437409
1-729463411,11,11,1,0.9440972
1-729536403,1,16,1,0.9258003
1-729536403,2,16,1,0.91919845
1-729536403,3,16,1,0.9266191
1-729536403,4,16,1,0.93150866
1-729536403,5,16,1,0.93225586
1-729536403,6,16,1,0.92399454
1-729536403,7,16,1,0.92863345
1-729536403,8,16,1,0.92832196
1-729536403,9,16,1,0.9298244
1-729536403,10,16,1,0.9048529
1-729536403,11,16,1,0.9077581
1-729536403,12,16,1,0.86330265
1-729564393,1,12,1,0.6761835
1-729564393,2,12,1,0.66427195
1-729564393,3,12,1,0.74513096
1-729564393,4,12,1,0.76870847
1-729564393,5,12,1,0.8276506
1-729564393,6,12,1,0.8251524
1-729564393,7,12,1,0.77600694
1-729564393,8,12,1,0.7965443
1-729564393,9,12,1,0.79275954
1-729564393,10,12,1,0.79526424
1-729564393,11,12,1,0.8863307
1-729564393,12,12,1,0.9426437
1-729585074,1,6,0,0.68031764
1-729585074,2,6,0,0.6684836
1-729585074,3,6,0,0.7992704
1-729585074,4,6,0,0.79668087
1-729585074,5,6,0,0.8062562
1-729585074,6,6,0,0.84448117
1-729697514,1,12,1,0.7405581
1-729697514,2,12,1,0.728619
1-729697514,3,12,1,0.731086
1-729697514,4,12,1,0.87253034
1-729697514,5,12,1,0.88793427
1-729697514,6,12,1,0.95802385
1-729697514,7,12,1,0.9571296
1-729697514,8,12,1,0.9573209
1-729697514,9,12,1,0.95798135
1-729697514,10,12,1,0.95673406
1-729697514,11,12,1,0.9661723
1-729697514,12,12,1,0.9663275
1-729701261,1,13,0,0.88682437
1-729701261,2,13,0,0.8872745
1-729701261,3,13,0,0.90191835
1-729701261,4,13,0,0.90234745
1-729701261,5,13,0,0.90305513
1-729701261,6,13,0,0.9173604
1-729701261,7,13,0,0.899575
1-729701261,8,13,0,0.9002665
1-729701261,9,13,0,0.8418423
1-729701261,10,13,0,0.85483414
1-729701261,11,13,0,0.8571755
1-729701261,12,13,0,0.86110395
1-729765503,1,15,1,0.85627764
1-729765503,2,15,1,0.850211
1-729765503,3,15,1,0.8654068
1-729765503,4,15,1,0.8715561
1-729765503,5,15,1,0.8916882
1-729765503,6,15,1,0.8944412
1-729765503,7,15,1,0.8829057
1-729765503,8,15,1,0.88319826
1-729765503,9,15,1,0.87287515
1-729765503,10,15,1,0.87170273
1-729765503,11,15,1,0.7920085
1-729765503,12,15,1,0.7334673
1-729769620,1,10,1,0.85081434
1-729769620,2,10,1,0.84255475
1-729769620,3,10,1,0.8465779
1-729769620,4,10,1,0.8887166
1-729769620,5,10,1,0.8909858
1-729769620,6,10,1,0.87287515
1-729769620,7,10,1,0.8731892
1-729769620,8,10,1,0.87287515
1-729769620,9,10,1,0.87170273
1-729769620,10,10,1,0.9734441
1-729783786,1,14,1,0.91343194
1-729783786,2,14,1,0.9159401
1-729783786,3,14,1,0.92536515
1-729783786,4,14,1,0.9293911
1-729783786,5,14,1,0.93129843
1-729783786,6,14,1,0.9112462
1-729783786,7,14,1,0.9116152
1-729783786,8,14,1,0.9183474
1-729783786,9,14,1,0.9222436
1-729783786,10,14,1,0.92115426
1-729783786,11,14,1,0.9212561
1-729783786,12,14,1,0.9206172
1-729809514,1,6,1,0.8802713
1-729809514,2,6,1,0.87354964
1-729809514,3,6,1,0.9074345
1-729809514,4,6,1,0.8684367
1-729809514,5,6,1,0.86785597
1-729809514,6,6,1,0.971657
1-729820704,1,12,1,0.9152365
1-729820704,2,12,1,0.9084668
1-729820704,3,12,1,0.9323399
1-729820704,4,12,1,0.93162346
1-729820704,5,12,1,0.93306565
1-729820704,6,12,1,0.9330566
1-729820704,7,12,1,0.9337461
1-729820704,8,12,1,0.9152003
1-729820704,9,12,1,0.9183617
1-729820704,10,12,1,0.9185739
1-729820704,11,12,1,0.9176398
1-729820704,12,12,1,0.9125205
1-729823831,1,3,1,0.91963017
1-729823831,2,3,1,0.9243109
1-729823831,3,3,1,0.9009321
1-729913690,1,10,1,0.80655193
1-729913690,2,10,1,0.8045105
1-729913690,3,10,1,0.84535104
1-729913690,4,10,1,0.5237355
1-729913690,5,10,1,0.83507407
1-729913690,6,10,1,0.77895516
1-729913690,7,10,1,0.8056591
1-729913690,8,10,1,0.8126643
1-729913690,9,10,1,0.8167169
1-729913690,10,10,1,0.83965236
1-730054339,1,5,1,0.90078384
1-730054339,2,5,1,0.8968455
1-730054339,3,5,1,0.9048942
1-730054339,4,5,1,0.85748065
1-730054339,5,5,1,0.858234
1-730067309,1,10,1,0.80544597
1-730067309,2,10,1,0.8015245
1-730067309,3,10,1,0.79929644
1-730067309,4,10,1,0.597616
1-730067309,5,10,1,0.59899616
1-730067309,6,10,1,0.56007093
1-730067309,7,10,1,0.5779765
1-730067309,8,10,1,0.4268869
1-730067309,9,10,1,0.43133786
1-730067309,10,10,1,0.7692552
1-730082325,1,13,0,0.64826006
1-730082325,2,13,0,0.6600514
1-730082325,3,13,0,0.6818649
1-730082325,4,13,0,0.68312085
1-730082325,5,13,0,0.81319135
1-730082325,6,13,0,0.8472397
1-730082325,7,13,0,0.84961164
1-730082325,8,13,0,0.85828066
1-730082325,9,13,0,0.84749377
1-730082325,10,13,0,0.80946845
1-730082325,11,13,0,0.81540567
1-730082325,12,13,0,0.681683
1-730084493,1,8,1,0.8254707
1-730084493,2,8,1,0.8197839
1-730084493,3,8,1,0.84861463
1-730084493,4,8,1,0.8460984
1-730084493,5,8,1,0.8461273
1-730084493,6,8,1,0.84757984
1-730084493,7,8,1,0.88932294
1-730084493,8,8,1,0.8697174
1-730127381,1,7,0,0.864567
1-730127381,2,7,0,0.8565868
1-730127381,3,7,0,0.8554427
1-730127381,4,7,0,0.83167386
1-730127381,5,7,0,0.82945484
1-730127381,6,7,0,0.8621124
1-730127381,7,7,0,0.8717554
1-730130539,1,17,1,0.8076375
1-730130539,2,17,1,0.80451113
1-730130539,3,17,1,0.82975316
1-730130539,4,17,1,0.8338116
1-730130539,5,17,1,0.8547082
1-730130539,6,17,1,0.87673503
1-730130539,7,17,1,0.88197464
1-730130539,8,17,1,0.86532515
1-730130539,9,17,1,0.86300623
1-730130539,10,17,1,0.86118805
1-730130539,11,17,1,0.87802136
1-730130539,12,17,1,0.8627396
1-730529203,1,13,1,0.7853246
1-730529203,2,13,1,0.78672
1-730529203,3,13,1,0.8099987
1-730529203,4,13,1,0.82980233
1-730529203,5,13,1,0.8571204
1-730529203,6,13,1,0.8606278
1-730529203,7,13,1,0.74554557
1-730529203,8,13,1,0.7492117
1-730529203,9,13,1,0.76329166
1-730529203,10,13,1,0.84932303
1-730529203,11,13,1,0.8568045
1-730529203,12,13,1,0.9673932
1-730533489,1,4,1,0.7923423
1-730533489,2,4,1,0.7890324
1-730533489,3,4,1,0.8424191
1-730533489,4,4,1,0.6635885
1-730655295,1,5,1,0.9048464
1-730655295,2,5,1,0.8998001
1-730655295,3,5,1,0.9116874
1-730655295,4,5,1,0.92711806
1-730655295,5,5,1,0.91326314
1-730692155,1,17,0,0.7301437
1-730692155,2,17,0,0.726179
1-730692155,3,17,0,0.75212276
1-730692155,4,17,0,0.7338322
1-730692155,5,17,0,0.73585933
1-730692155,6,17,0,0.7704526
1-730692155,7,17,0,0.8064101
1-730692155,8,17,0,0.8107966
1-730692155,9,17,0,0.75904214
1-730692155,10,17,0,0.76763374
1-730692155,11,17,0,0.76976144
1-730692155,12,17,0,0.7417259
1-730698833,1,16,1,0.73415357
1-730698833,2,16,1,0.77530974
1-730698833,3,16,1,0.77623135
1-730698833,4,16,1,0.81397235
1-730698833,5,16,1,0.8279809
1-730698833,6,16,1,0.83463544
1-730698833,7,16,1,0.84424335
1-730698833,8,16,1,0.8428096
1-730698833,9,16,1,0.8112938
1-730698833,10,16,1,0.8184679
1-730698833,11,16,1,0.8287595
1-730698833,12,16,1,0.83294886
1-730760715,1,10,1,0.836952
1-730760715,2,10,1,0.8407352
1-730760715,3,10,1,0.84884197
1-730760715,4,10,1,0.80300593
1-730760715,5,10,1,0.8117905
1-730760715,6,10,1,0.76761943
1-730760715,7,10,1,0.78036845
1-730760715,8,10,1,0.78036845
1-730760715,9,10,1,0.818587
1-730760715,10,10,1,0.819479
1-730969281,1,8,1,0.72877866
1-730969281,2,8,1,0.78334683
1-730969281,3,8,1,0.78548914
1-730969281,4,8,1,0.8057978
1-730969281,5,8,1,0.8121643
1-730969281,6,8,1,0.7824937
1-730969281,7,8,1,0.7403734
1-730969281,8,8,1,0.8142281
1-730969611,1,10,1,0.8145967
1-730969611,2,10,1,0.8250291
1-730969611,3,10,1,0.8331173
1-730969611,4,10,1,0.8294777
1-730969611,5,10,1,0.8292271
1-730969611,6,10,1,0.8327979
1-730969611,7,10,1,0.8302615
1-730969611,8,10,1,0.97197735
1-730969611,9,10,1,0.9718703
1-730969611,10,10,1,0.97326523
1-730969852,1,9,1,0.81799304
1-730969852,2,9,1,0.8319243
1-730969852,3,9,1,0.8425909
1-730969852,4,9,1,0.84360635
1-730969852,5,9,1,0.8378755
1-730969852,6,9,1,0.83727074
1-730969852,7,9,1,0.97315437
1-730969852,8,9,1,0.9737279
1-730969852,9,9,1,0.97292566
1-731065533,1,14,0,0.8024388
1-731065533,2,14,0,0.8003262
1-731065533,3,14,0,0.8127781
1-731065533,4,14,0,0.8668459
1-731065533,5,14,0,0.8714351
1-731065533,6,14,0,0.8559253
1-731065533,7,14,0,0.85470957
1-731065533,8,14,0,0.8307923
1-731065533,9,14,0,0.7043652
1-731065533,10,14,0,0.6593038
1-731065533,11,14,0,0.6560845
1-731065533,12,14,0,0.636867
1-731094128,1,16,1,0.833885
1-731094128,2,16,1,0.8419756
1-731094128,3,16,1,0.838622
1-731094128,4,16,1,0.8325448
1-731094128,5,16,1,0.83320606
1-731094128,6,16,1,0.86208946
1-731094128,7,16,1,0.86450547
1-731094128,8,16,1,0.83562326
1-731094128,9,16,1,0.84033346
1-731094128,10,16,1,0.8596575
1-731094128,11,16,1,0.866062
1-731094128,12,16,1,0.965971
1-731100012,1,18,1,0.6793269
1-731100012,2,18,1,0.6916217
1-731100012,3,18,1,0.72336805
1-731100012,4,18,1,0.70828736
1-731100012,5,18,1,0.7136338
1-731100012,6,18,1,0.77074116
1-731100012,7,18,1,0.7702401
1-731100012,8,18,1,0.7641102
1-731100012,9,18,1,0.69994146
1-731100012,10,18,1,0.70018125
1-731100012,11,18,1,0.6979192
1-731100012,12,18,1,0.70213443
1-731123267,1,9,1,0.8301983
1-731123267,2,9,1,0.82687044
1-731123267,3,9,1,0.81964433
1-731123267,4,9,1,0.8787985
1-731123267,5,9,1,0.86309993
1-731123267,6,9,1,0.8628602
1-731123267,7,9,1,0.8618337
1-731123267,8,9,1,0.8605169
1-731123267,9,9,1,0.86018664
1-731330695,1,5,1,0.9098498
1-731330695,2,5,1,0.9126631
1-731330695,3,5,1,0.9215601
1-731330695,4,5,1,0.9291202
1-731330695,5,5,1,0.9284544
1-731333810,1,13,1,0.8499079
1-731333810,2,13,1,0.8510981
1-731333810,3,13,1,0.879444
1-731333810,4,13,1,0.8832018
1-731333810,5,13,1,0.88418454
1-731333810,6,13,1,0.88418454
1-731333810,7,13,1,0.8841819
1-731333810,8,13,1,0.88667893
1-731333810,9,13,1,0.88639396
1-731333810,10,13,1,0.88667893
1-731333810,11,13,1,0.8345429
1-731333810,12,13,1,0.7425689
1-731336210,1,4,1,0.882649
1-731336210,2,4,1,0.90505546
1-731336210,3,4,1,0.9197075
1-731336210,4,4,1,0.82989615
1-731342385,1,4,0,0.7741159
1-731342385,2,4,0,0.7947926
1-731342385,3,4,0,0.8026047
1-731342385,4,4,0,0.5971352
1-731439441,1,25,0,0.7637657
1-731439441,2,25,0,0.7654504
1-731439441,3,25,0,0.83875656
1-731439441,4,25,0,0.8396991
1-731439441,5,25,0,0.8421931
1-731439441,6,25,0,0.75425196
1-731439441,7,25,0,0.7685443
1-731439441,8,25,0,0.76803994
1-731439441,9,25,0,0.7674232
1-731439441,10,25,0,0.76991165
1-731439441,11,25,0,0.7704132
1-731439441,12,25,0,0.76991165
1-731766006,1,51,1,0.8448485
1-731766006,2,51,1,0.84906787
1-731766006,3,51,1,0.87685806
1-731766006,4,51,1,0.85560673
1-731766006,5,51,1,0.8784151
1-731766006,6,51,1,0.8832109
1-731766006,7,51,1,0.885128
1-731766006,8,51,1,0.8827729
1-731766006,9,51,1,0.88483083
1-731766006,10,51,1,0.8662701
1-731766006,11,51,1,0.866598
1-731766006,12,51,1,0.75086147
1-731814081,1,12,0,0.8187944
1-731814081,2,12,0,0.8175291
1-731814081,3,12,0,0.82780635
1-731814081,4,12,0,0.85563546
1-731814081,5,12,0,0.85822415
1-731814081,6,12,0,0.86004806
1-731814081,7,12,0,0.8556588
1-731814081,8,12,0,0.84788656
1-731814081,9,12,0,0.8495615
1-731814081,10,12,0,0.84982026
1-731814081,11,12,0,0.6340188
1-731814081,12,12,0,0.54378146
1-731816225,1,5,1,0.72039753
1-731816225,2,5,1,0.7196308
1-731816225,3,5,1,0.7155847
1-731816225,4,5,1,0.7157195
1-731816225,5,5,1,0.6093103
1-731829921,1,9,1,0.80811524
1-731829921,2,9,1,0.83093804
1-731829921,3,9,1,0.840051
1-731829921,4,9,1,0.83809346
1-731829921,5,9,1,0.83809346
1-731829921,6,9,1,0.8379497
1-731829921,7,9,1,0.8253431
1-731829921,8,9,1,0.82620716
1-731829921,9,9,1,0.97328275
1-731829961,1,9,1,0.81799304
1-731829961,2,9,1,0.8345551
1-731829961,3,9,1,0.8386542
1-731829961,4,9,1,0.84431034
1-731829961,5,9,1,0.8378755
1-731829961,6,9,1,0.83727074
1-731829961,7,9,1,0.97327536
1-731829961,8,9,1,0.97332126
1-731829961,9,9,1,0.9758674
1-731830101,1,7,1,0.81632406
1-731830101,2,7,1,0.83252525
1-731830101,3,7,1,0.84135574
1-731830101,4,7,1,0.8425048
1-731830101,5,7,1,0.8384591
1-731830101,6,7,1,0.8378561
1-731830101,7,7,1,0.9723352
1-731861414,1,5,1,0.8396512
1-731861414,2,5,1,0.84247077
1-731861414,3,5,1,0.86810786
1-731861414,4,5,1,0.8711801
1-731861414,5,5,1,0.8722495
1-731868931,1,9,1,0.81933635
1-731868931,2,9,1,0.8345213
1-731868931,3,9,1,0.84326625
1-731868931,4,9,1,0.84431034
1-731868931,5,9,1,0.8378755
1-731868931,6,9,1,0.83727074
1-731868931,7,9,1,0.9723771
1-731868931,8,9,1,0.97267747
1-731868931,9,9,1,0.9727973
1-731869271,1,17,1,0.81192917
1-731869271,2,17,1,0.84177315
1-731869271,3,17,1,0.8413585
1-731869271,4,17,1,0.8444181
1-731869271,5,17,1,0.53036326
1-731869271,6,17,1,0.5366122
1-731869271,7,17,1,0.8007166
1-731869271,8,17,1,0.8011683
1-731869271,9,17,1,0.8007166
1-731869271,10,17,1,0.8011683
1-731869271,11,17,1,0.82577574
1-731869271,12,17,1,0.82527214
1-731869451,1,10,1,0.8396384
1-731869451,2,10,1,0.85997754
1-731869451,3,10,1,0.865709
1-731869451,4,10,1,0.67709863
1-731869451,5,10,1,0.69709253
1-731869451,6,10,1,0.5792887
1-731869451,7,10,1,0.5775204
1-731869451,8,10,1,0.96531683
1-731869451,9,10,1,0.9657909
1-731869451,10,10,1,0.9657909
1-731886981,1,5,1,0.8517886
1-731886981,2,5,1,0.83463097
1-731886981,3,5,1,0.8569421
1-731886981,4,5,1,0.85815907
1-731886981,5,5,1,0.84993935
1-731966140,1,16,1,0.7846082
1-731966140,2,16,1,0.7835847
1-731966140,3,16,1,0.47629324
1-731966140,4,16,1,0.47946036
1-731966140,5,16,1,0.65308034
1-731966140,6,16,1,0.6581429
1-731966140,7,16,1,0.70789737
1-731966140,8,16,1,0.7054658
1-731966140,9,16,1,0.6811138
1-731966140,10,16,1,0.6861705
1-731966140,11,16,1,0.6784643
1-731966140,12,16,1,0.6835435
1-732030201,1,4,1,0.825664
1-732030201,2,4,1,0.8086532
1-732030201,3,4,1,0.80170405
1-732030201,4,4,1,0.78633577
1-732088178,1,27,0,0.78126466
1-732088178,2,27,0,0.779151
1-732088178,3,27,0,0.7969207
1-732088178,4,27,0,0.77502775
1-732088178,5,27,0,0.77552134
1-732088178,6,27,0,0.77502775
1-732088178,7,27,0,0.7815296
1-732088178,8,27,0,0.7810455
1-732088178,9,27,0,0.81296307
1-732088178,10,27,0,0.81296307
1-732088178,11,27,0,0.8340748
1-732088178,12,27,0,0.8363705
1-732124409,1,12,0,0.6162484
1-732124409,2,12,0,0.60850555
1-732124409,3,12,0,0.49643102
1-732124409,4,12,0,0.48190045
1-732124409,5,12,0,0.47973293
1-732124409,6,12,0,0.3967706
1-732124409,7,12,0,0.68413705
1-732124409,8,12,0,0.74654627
1-732124409,9,12,0,0.49522662
1-732124409,10,12,0,0.4291378
1-732124409,11,12,0,0.43219066
1-732124409,12,12,0,0.48280376
1-732193663,1,7,1,0.9280955
1-732193663,2,7,1,0.92861104
1-732193663,3,7,1,0.9356849
1-732193663,4,7,1,0.9335976
1-732193663,5,7,1,0.9340852
1-732193663,6,7,1,0.9346206
1-732193663,7,7,1,0.93479353
1-732203933,1,7,1,0.9263451
1-732203933,2,7,1,0.9261222
1-732203933,3,7,1,0.9411525
1-732203933,4,7,1,0.9376365
1-732203933,5,7,1,0.9382819
1-732203933,6,7,1,0.9373863
1-732203933,7,7,1,0.9380342
1-732211941,1,12,1,0.75548726
1-732211941,2,12,1,0.7338335
1-732211941,3,12,1,0.74445873
1-732211941,4,12,1,0.7417126
1-732211941,5,12,1,0.8511087
1-732211941,6,12,1,0.8624929
1-732211941,7,12,1,0.8084885
1-732211941,8,12,1,0.8031038
1-732211941,9,12,1,0.7646523
1-732211941,10,12,1,0.7514149
1-732211941,11,12,1,0.75699264
1-732211941,12,12,1,0.7425671
1-732261521,1,6,1,0.87075686
1-732261521,2,6,1,0.8485186
1-732261521,3,6,1,0.8603802
1-732261521,4,6,1,0.8875767
1-732261521,5,6,1,0.8701095
1-732261521,6,6,1,0.8669095
1-732279953,1,10,1,0.57916963
1-732279953,2,10,1,0.571574
1-732279953,3,10,1,0.556707
1-732279953,4,10,1,0.52031547
1-732279953,5,10,1,0.5234365
1-732279953,6,10,1,0.67881924
1-732279953,7,10,1,0.52361065
1-732279953,8,10,1,0.4848095
1-732279953,9,10,1,0.9128676
1-732279953,10,10,1,0.92087907
1-732289131,1,30,1,0.77231336
1-732289131,2,30,1,0.7807594
1-732289131,3,30,1,0.80655533
1-732289131,4,30,1,0.7956477
1-732289131,5,30,1,0.81084794
1-732289131,6,30,1,0.80260444
1-732289131,7,30,1,0.7958763
1-732289131,8,30,1,0.7851054
1-732289131,9,30,1,0.7855831
1-732289131,10,30,1,0.78692544
1-732289131,11,30,1,0.7874002
1-732289131,12,30,1,0.82749116
1-732316871,1,23,1,0.8600601
1-732316871,2,23,1,0.8592538
1-732316871,3,23,1,0.870423
1-732316871,4,23,1,0.8726623
1-732316871,5,23,1,0.8756635
1-732316871,6,23,1,0.8187059
1-732316871,7,23,1,0.80891633
1-732316871,8,23,1,0.8310702
1-732316871,9,23,1,0.8485544
1-732316871,10,23,1,0.85347795
1-732316871,11,23,1,0.8506814
1-732316871,12,23,1,0.8501145
1-732325815,1,5,0,0.8463949
1-732325815,2,5,0,0.8463949
1-732325815,3,5,0,0.85131747
1-732325815,4,5,0,0.8482831
1-732325815,5,5,0,0.8506816
1-732361737,1,21,1,0.9107722
1-732361737,2,21,1,0.9106389
1-732361737,3,21,1,0.92088836
1-732361737,4,21,1,0.9228614
1-732361737,5,21,1,0.917573
1-732361737,6,21,1,0.91398287
1-732361737,7,21,1,0.917573
1-732361737,8,21,1,0.9204051
1-732361737,9,21,1,0.9218889
1-732361737,10,21,1,0.92268395
1-732361737,11,21,1,0.92186904
1-732361737,12,21,1,0.921655
1-732394151,1,4,1,0.8838321
1-732394151,2,4,1,0.91212744
1-732394151,3,4,1,0.92575353
1-732394151,4,4,1,0.9194616
1-732855871,1,6,1,0.86285895
1-732855871,2,6,1,0.8624083
1-732855871,3,6,1,0.85115236
1-732855871,4,6,1,0.84915066
1-732855871,5,6,1,0.84796584
1-732855871,6,6,1,0.8498987
1-732892273,1,10,1,0.8529369
1-732892273,2,10,1,0.85285085
1-732892273,3,10,1,0.8807643
1-732892273,4,10,1,0.89007616
1-732892273,5,10,1,0.89051336
1-732892273,6,10,1,0.8745158
1-732892273,7,10,1,0.87271655
1-732892273,8,10,1,0.97147524
1-732892273,9,10,1,0.9715063
1-732892273,10,10,1,0.97288936
1-732943705,1,12,1,0.92993975
1-732943705,2,12,1,0.9291705
1-732943705,3,12,1,0.9337412
1-732943705,4,12,1,0.9330014
1-732943705,5,12,1,0.7609884
1-732943705,6,12,1,0.7286646
1-732943705,7,12,1,0.8198328
1-732943705,8,12,1,0.81510806
1-732943705,9,12,1,0.8160631
1-732943705,10,12,1,0.968033
1-732943705,11,12,1,0.967639
1-732943705,12,12,1,0.9675904
1-733001687,1,6,0,0.9292522
1-733001687,2,6,0,0.92903745
1-733001687,3,6,0,0.93690574
1-733001687,4,6,0,0.9387137
1-733001687,5,6,0,0.93857026
1-733001687,6,6,0,0.9350761
1-733055291,1,7,1,0.8499527
1-733055291,2,7,1,0.84894824
1-733055291,3,7,1,0.8760101
1-733055291,4,7,1,0.8653221
1-733055291,5,7,1,0.86080027
1-733055291,6,7,1,0.8634008
1-733055291,7,7,1,0.8654536
1-733076472,1,12,1,0.8863874
1-733076472,2,12,1,0.8844417
1-733076472,3,12,1,0.8875752
1-733076472,4,12,1,0.8800385
1-733076472,5,12,1,0.88336796
1-733076472,6,12,1,0.8978854
1-733076472,7,12,1,0.89909023
1-733076472,8,12,1,0.8796291
1-733076472,9,12,1,0.9733224
1-733076472,10,12,1,0.9745107
1-733076472,11,12,1,0.97421706
1-733076472,12,12,1,0.9741944
1-733078101,1,5,1,0.9186351
1-733078101,2,5,1,0.9171793
1-733078101,3,5,1,0.77838004
1-733078101,4,5,1,0.9261035
1-733078101,5,5,1,0.9268017
1-733096851,1,8,1,0.9236447
1-733096851,2,8,1,0.92421514
1-733096851,3,8,1,0.9383958
1-733096851,4,8,1,0.93921655
